-11.4205818213,12.9883356085
-11.4219875348,12.9927062973
-11.4196405409,12.9979944235
-11.4158878315,13.0005226145
-11.4093208304,13.0016698848
-11.407912252,13.0062675441
-11.4133033744,13.0117912289
-11.4203386295,13.0161647759
-11.4212751406,13.0189247147
-11.4213333088,13.0311908741
-11.4343805312,13.0448198305
-11.4407262808,13.0532770172
-11.4414625198,13.0569496134
-11.4365634913,13.0657415396
-11.4346628183,13.0738124859
-11.4368896477,13.0796909355
-11.4439697287,13.089624407
-11.4525690086,13.093688967
-11.4817790975,13.0945157984
-11.4907197936,13.1088571559
-11.4963226331,13.1108150473
-11.4970788936,13.1110792158
-11.5019359577,13.1147642149
-11.5089807517,13.1368074404
-11.5224361439,13.1460247078
-11.5235443155,13.1507978464
-11.508484841,13.1742429728
-11.5091981881,13.1852550515
-11.5125608446,13.1882019058
-11.5192976007,13.1900567993
-11.5395221721,13.1923179608
-11.5447597532,13.1945352553
-11.5481071445,13.2026195538
-11.5495204915,13.2167234416
-11.5473060624,13.2279720308
-11.5337953554,13.246002198
-11.5342073461,13.2508163427
-11.545926093,13.2613134422
-11.5493059167,13.2738780969
-11.5524978619,13.2780733085
-11.5578260384,13.2826919585
-11.5723466883,13.2860803615
-11.5846500377,13.2980642324
-11.5949172947,13.3008975962
-11.597031593,13.3041162497
-11.5949220653,13.3142347328
-11.5986938496,13.3231544472
-11.6033811552,13.334239961
-11.6050271999,13.3415975556
-11.6026821133,13.3489561119
-11.6047992695,13.3588438019
-11.6090259565,13.3595333092
-11.6095235966,13.3592271378
-11.6191215513,13.3533220284
-11.644013407,13.3556146632
-11.6444854738,13.3599834438
-11.6412010212,13.3668832744
-11.6336898793,13.3749332416
-11.6339273429,13.3809118244
-11.6370029448,13.3873710656
-11.6446189876,13.3887081178
-11.6646445287,13.3827729867
-11.6688423126,13.3815288557
-11.6732177707,13.381732939
-11.6984214802,13.3829145463
-11.7024469358,13.3862142549
-11.7051048283,13.3987245569
-11.7082328777,13.4026803957
-11.7178573637,13.4077472688
-11.7425079313,13.4093379989
-11.751943585,13.399924282
-11.7501859675,13.3850040423
-11.7510919602,13.3806180981
-11.7583465541,13.3719034217
-11.7706470488,13.3554315604
-11.7729272814,13.3381071097
-11.7769660961,13.3354816436
-11.7926607162,13.3313436479
-11.7971515636,13.3267469411
-11.799867628,13.3144674287
-11.8045864153,13.3081140543
-11.8125591258,13.3037652979
-11.8322820663,13.3044366804
-11.8386268589,13.3097200437
-11.8405151355,13.3179960252
-11.8398246767,13.3290348049
-11.8417100944,13.3350105274
-11.8544120804,13.3522453325
-11.85574627,13.3532686204
-11.8675756447,13.362347604
-11.8727540967,13.3713102337
-11.8779268247,13.3765935865
-11.886622428,13.380491257
-11.8920240372,13.3811769447
-11.8950815192,13.3839311624
-11.8892250063,13.3945159923
-11.8833789796,13.4129190441
-11.87721157,13.4237957019
-11.8718976951,13.433166504
-11.8697957982,13.4425973875
-11.8705120095,13.4513339982
-11.8759288793,13.4612159729
-11.8970985441,13.4802751536
-11.9220342624,13.5018577579
-11.9382629422,13.5126428578
-11.9528398527,13.5181398424
-11.9582777046,13.5210971871
-11.9650697727,13.5247907648
-11.9740142814,13.5337438566
-11.9820203788,13.5438489892
-11.9987535459,13.5707235339
-12.0067729938,13.5865764621
-12.0150623309,13.5927686657
-12.0266113301,13.6050157536
-12.0317325582,13.6104469317
-12.0409336062,13.6279048905
-12.0551395378,13.6782321965
-12.0593872089,13.6860408803
-12.0714063637,13.6995830547
-12.0794353493,13.7158918396
-12.049846653,13.7357187239
-12.0390386554,13.7403364175
-12.0166730894,13.7550478001
-12.0056877142,13.7629222865
-11.9925413136,13.7762775405
-11.9810314172,13.7843427649
-11.9557456983,13.8137540795
-11.9525671021,13.8213233938
-11.9513015746,13.824338913
-11.9522552489,13.8293933857
-11.9494791063,13.8480195951
-11.9504566221,13.8625001934
-11.949313162,13.8756055819
-11.9408998506,13.8995294564
-11.9407196063,13.9213676434
-11.9442663209,13.9277963631
-11.9574584943,13.9388799649
-11.9610099772,13.9394845975
-11.9654903423,13.9424629211
-11.970214846,13.9486598958
-11.9761075986,13.9518661535
-11.9945154153,13.9683742545
-12.0079832061,13.9860439304
-12.0143795004,14.0002803795
-12.0161056521,14.0283184061
-12.0143251407,14.0413827887
-12.0135669732,14.0469417551
-11.9908456834,14.0925016437
-11.9892196616,14.1010103243
-11.990924836,14.1221513749
-11.9870052348,14.1541080479
-11.9872655863,14.1621456136
-11.9875183124,14.1699638371
-11.994173051,14.1913223272
-12.0022220574,14.2050943368
-12.0034208298,14.2124462122
-12.0233564339,14.2629604331
-12.0247888578,14.2816886906
-12.0403461474,14.2844200123
-12.0472135545,14.2867136012
-12.0964689272,14.3031616184
-12.1004819863,14.3063707343
-12.1019096397,14.3125734311
-12.10090542,14.3229885083
-12.100756646,14.3245258345
-12.1082963932,14.3235912331
-12.111131672,14.3265733751
-12.109020231,14.3311738969
-12.1059608448,14.333018305
-12.0995960197,14.3323402367
-12.097949982,14.3341827405
-12.1034040412,14.3491106057
-12.1001195912,14.3560104363
-12.097305301,14.3624506013
-12.1001481971,14.368880272
-12.1039228424,14.370710372
-12.1099166856,14.3711481059
-12.1161823296,14.3716058754
-12.1272554399,14.369285584
-12.1291494338,14.3729581787
-12.1284685141,14.384449005
-12.1301116903,14.3867130266
-12.1324834785,14.3876590758
-12.150150302,14.3821058273
-12.1579294236,14.3823185006
-12.1713876704,14.3912515629
-12.1779899587,14.3919267649
-12.1827001582,14.3900775917
-12.187179565,14.3905267692
-12.1961584094,14.3987779605
-12.2041807183,14.4015197747
-12.2046670917,14.4072618482
-12.2020998009,14.4171495449
-12.1952953336,14.4302635199
-12.2078495028,14.4525241858
-12.2083339699,14.4575786584
-12.2041206365,14.46953678
-12.2062520951,14.4729785875
-12.2178182577,14.4775466947
-12.2196941406,14.4801464072
-12.2253961565,14.4897069937
-12.2249469765,14.4979791646
-12.2201900458,14.5150489783
-12.2177047734,14.5239620199
-12.2198610294,14.5365943919
-12.2177562721,14.5434923188
