Facts: Value;Indicators: Key;Indicators: Name;Indicators: Description;Indicators: Full Name;Date;Time Period;Regions: Key;Regions: Code;Regions: Name
3.2734570821131519;132;130 fabrication de boissons;;En milliards de francs CFA courants\130 fabrication de boissons;1990-01-01 00:00:00;Annual;16754916;;Senegal
2.9547162410091623;132;130 fabrication de boissons;;En milliards de francs CFA courants\130 fabrication de boissons;1991-01-01 00:00:00;Annual;16754916;;Senegal
0.78569096734042798;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1980-01-01 00:00:00;Annual;16754916;;Senegal
0.87995202073386103;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1981-01-01 00:00:00;Annual;16754916;;Senegal
1.1017137498169522;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1982-01-01 00:00:00;Annual;16754916;;Senegal
1.3719663471501717;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1983-01-01 00:00:00;Annual;16754916;;Senegal
1.4466633606265804;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1984-01-01 00:00:00;Annual;16754916;;Senegal
1.5004067029013113;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1985-01-01 00:00:00;Annual;16754916;;Senegal
11.97582471880826;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2010-01-01 00:00:00;Annual;16754916;;Senegal
13.014937768947814;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2011-01-01 00:00:00;Annual;16754916;;Senegal
11.749790321411071;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2012-01-01 00:00:00;Annual;16754916;;Senegal
7.0416884963538982;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2004-01-01 00:00:00;Annual;16754916;;Senegal
5.892063569291226;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2005-01-01 00:00:00;Annual;16754916;;Senegal
5.2082263522625869;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2006-01-01 00:00:00;Annual;16754916;;Senegal
4.7374379716882613;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2007-01-01 00:00:00;Annual;16754916;;Senegal
10.02757248183369;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2008-01-01 00:00:00;Annual;16754916;;Senegal
11.600819331724706;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2009-01-01 00:00:00;Annual;16754916;;Senegal
4.5232135807085321;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1998-01-01 00:00:00;Annual;16754916;;Senegal
5.2694934073056068;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1999-01-01 00:00:00;Annual;16754916;;Senegal
4.375843490005205;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2000-01-01 00:00:00;Annual;16754916;;Senegal
5.8661237505300887;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2001-01-01 00:00:00;Annual;16754916;;Senegal
7.3382141192652632;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2002-01-01 00:00:00;Annual;16754916;;Senegal
10.198790935952399;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;2003-01-01 00:00:00;Annual;16754916;;Senegal
1.6269051670874415;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1992-01-01 00:00:00;Annual;16754916;;Senegal
1.9218272548718414;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1993-01-01 00:00:00;Annual;16754916;;Senegal
2.6656503604018473;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1994-01-01 00:00:00;Annual;16754916;;Senegal
2.9272868503114151;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1995-01-01 00:00:00;Annual;16754916;;Senegal
2.9093398084737894;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1996-01-01 00:00:00;Annual;16754916;;Senegal
5.173891696097968;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1997-01-01 00:00:00;Annual;16754916;;Senegal
1.6959091824879688;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1986-01-01 00:00:00;Annual;16754916;;Senegal
1.6664397168611249;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1987-01-01 00:00:00;Annual;16754916;;Senegal
1.4068653128795467;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1988-01-01 00:00:00;Annual;16754916;;Senegal
1.7910653085820996;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1989-01-01 00:00:00;Annual;16754916;;Senegal
1.8158225377729995;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1990-01-01 00:00:00;Annual;16754916;;Senegal
1.7995233040042768;136;140 fabrication de produits à base de tabac;;En milliards de francs CFA courants\140 fabrication de produits à base de tabac;1991-01-01 00:00:00;Annual;16754916;;Senegal
10.413433565337602;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1980-01-01 00:00:00;Annual;16754916;;Senegal
14.241219140733694;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1981-01-01 00:00:00;Annual;16754916;;Senegal
15.829893478991497;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1982-01-01 00:00:00;Annual;16754916;;Senegal
18.027330419853055;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1983-01-01 00:00:00;Annual;16754916;;Senegal
19.015867334585757;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1984-01-01 00:00:00;Annual;16754916;;Senegal
20.724049315517153;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1985-01-01 00:00:00;Annual;16754916;;Senegal
68.457379004159819;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2010-01-01 00:00:00;Annual;16754916;;Senegal
68.404218677571009;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2011-01-01 00:00:00;Annual;16754916;;Senegal
67.760614682080799;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2012-01-01 00:00:00;Annual;16754916;;Senegal
59.340658322274976;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2004-01-01 00:00:00;Annual;16754916;;Senegal
54.206204181006747;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2005-01-01 00:00:00;Annual;16754916;;Senegal
58.589890975374004;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2006-01-01 00:00:00;Annual;16754916;;Senegal
62.903580700554393;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2007-01-01 00:00:00;Annual;16754916;;Senegal
66.929954746486075;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2008-01-01 00:00:00;Annual;16754916;;Senegal
67.068305030706014;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2009-01-01 00:00:00;Annual;16754916;;Senegal
43.893845729341393;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1998-01-01 00:00:00;Annual;16754916;;Senegal
41.998295078982636;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1999-01-01 00:00:00;Annual;16754916;;Senegal
48.200194872578116;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2000-01-01 00:00:00;Annual;16754916;;Senegal
49.330559499717914;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2001-01-01 00:00:00;Annual;16754916;;Senegal
52.692021256915716;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2002-01-01 00:00:00;Annual;16754916;;Senegal
56.909931097717156;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;2003-01-01 00:00:00;Annual;16754916;;Senegal
28.374218377710093;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1992-01-01 00:00:00;Annual;16754916;;Senegal
26.887485499123482;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1993-01-01 00:00:00;Annual;16754916;;Senegal
39.966363327830813;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1994-01-01 00:00:00;Annual;16754916;;Senegal
44.037685815900879;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1995-01-01 00:00:00;Annual;16754916;;Senegal
47.273754605052012;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1996-01-01 00:00:00;Annual;16754916;;Senegal
40.455883342002252;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1997-01-01 00:00:00;Annual;16754916;;Senegal
19.594029717896476;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1986-01-01 00:00:00;Annual;16754916;;Senegal
19.880885755770837;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1987-01-01 00:00:00;Annual;16754916;;Senegal
20.864390288214562;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1988-01-01 00:00:00;Annual;16754916;;Senegal
22.229085598471894;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1989-01-01 00:00:00;Annual;16754916;;Senegal
23.200645105783902;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1990-01-01 00:00:00;Annual;16754916;;Senegal
25.193484071393797;140;150 egrenage de coton et fabrication des textiles;;En milliards de francs CFA courants\150 egrenage de coton et fabrication des textiles;1991-01-01 00:00:00;Annual;16754916;;Senegal
0.64402690701601906;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1980-01-01 00:00:00;Annual;16754916;;Senegal
0.72286064686644746;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1981-01-01 00:00:00;Annual;16754916;;Senegal
0.81014914905173518;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1982-01-01 00:00:00;Annual;16754916;;Senegal
1.0169733064769517;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1983-01-01 00:00:00;Annual;16754916;;Senegal
1.2095635383733729;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1984-01-01 00:00:00;Annual;16754916;;Senegal
1.3114208701784515;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1985-01-01 00:00:00;Annual;16754916;;Senegal
8.5970912010946456;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2010-01-01 00:00:00;Annual;16754916;;Senegal
10.334285084407744;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2011-01-01 00:00:00;Annual;16754916;;Senegal
10.895808329668213;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2012-01-01 00:00:00;Annual;16754916;;Senegal
8.4039240193700326;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2004-01-01 00:00:00;Annual;16754916;;Senegal
7.7908306905765921;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2005-01-01 00:00:00;Annual;16754916;;Senegal
7.8152826647381461;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2006-01-01 00:00:00;Annual;16754916;;Senegal
8.4312545145031645;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2007-01-01 00:00:00;Annual;16754916;;Senegal
8.9804001478809337;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2008-01-01 00:00:00;Annual;16754916;;Senegal
7.9734297262604725;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2009-01-01 00:00:00;Annual;16754916;;Senegal
4.7648114762919391;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1998-01-01 00:00:00;Annual;16754916;;Senegal
5.2629590157961372;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1999-01-01 00:00:00;Annual;16754916;;Senegal
4.9320505372271342;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2000-01-01 00:00:00;Annual;16754916;;Senegal
7.7660388206308939;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2001-01-01 00:00:00;Annual;16754916;;Senegal
8.2921126817216617;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2002-01-01 00:00:00;Annual;16754916;;Senegal
8.5684834868802611;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;2003-01-01 00:00:00;Annual;16754916;;Senegal
1.6860770961945364;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1992-01-01 00:00:00;Annual;16754916;;Senegal
1.697638948739429;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1993-01-01 00:00:00;Annual;16754916;;Senegal
2.560366216671738;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1994-01-01 00:00:00;Annual;16754916;;Senegal
2.7899774352854179;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1995-01-01 00:00:00;Annual;16754916;;Senegal
3.1313221791085293;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1996-01-01 00:00:00;Annual;16754916;;Senegal
4.3561246477848607;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1997-01-01 00:00:00;Annual;16754916;;Senegal
1.4254685063696511;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1986-01-01 00:00:00;Annual;16754916;;Senegal
1.5763607965175919;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1987-01-01 00:00:00;Annual;16754916;;Senegal
1.4478897557904895;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1988-01-01 00:00:00;Annual;16754916;;Senegal
1.5643630319224604;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1989-01-01 00:00:00;Annual;16754916;;Senegal
1.4159606383005694;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1990-01-01 00:00:00;Annual;16754916;;Senegal
1.6023032147856853;144;160 fabrication du cuir; fabrication;;En milliards de francs CFA courants\160 fabrication du cuir; fabrication;1991-01-01 00:00:00;Annual;16754916;;Senegal
2.1841738889408564;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1980-01-01 00:00:00;Annual;16754916;;Senegal
2.4624913072894432;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1981-01-01 00:00:00;Annual;16754916;;Senegal
2.7760640847282723;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1982-01-01 00:00:00;Annual;16754916;;Senegal
3.5300602556653939;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1983-01-01 00:00:00;Annual;16754916;;Senegal
4.1456927795246106;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1984-01-01 00:00:00;Annual;16754916;;Senegal
4.4238021741363571;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1985-01-01 00:00:00;Annual;16754916;;Senegal
34.550097728089924;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2010-01-01 00:00:00;Annual;16754916;;Senegal
36.534009210035691;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2011-01-01 00:00:00;Annual;16754916;;Senegal
37.298992402873218;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2012-01-01 00:00:00;Annual;16754916;;Senegal
23.523827547533013;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2004-01-01 00:00:00;Annual;16754916;;Senegal
24.17619378234334;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2005-01-01 00:00:00;Annual;16754916;;Senegal
25.738426076218456;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2006-01-01 00:00:00;Annual;16754916;;Senegal
28.198304357856877;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2007-01-01 00:00:00;Annual;16754916;;Senegal
33.696546561414024;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2008-01-01 00:00:00;Annual;16754916;;Senegal
33.881994322963159;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2009-01-01 00:00:00;Annual;16754916;;Senegal
17.643079633406401;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1998-01-01 00:00:00;Annual;16754916;;Senegal
17.792872956986667;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1999-01-01 00:00:00;Annual;16754916;;Senegal
16.62339022819457;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2000-01-01 00:00:00;Annual;16754916;;Senegal
20.302889656272999;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2001-01-01 00:00:00;Annual;16754916;;Senegal
21.436214365525785;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2002-01-01 00:00:00;Annual;16754916;;Senegal
22.434213530668291;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;2003-01-01 00:00:00;Annual;16754916;;Senegal
6.4810978228392866;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1992-01-01 00:00:00;Annual;16754916;;Senegal
6.9819320729377141;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1993-01-01 00:00:00;Annual;16754916;;Senegal
9.9802116244183274;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1994-01-01 00:00:00;Annual;16754916;;Senegal
11.252911659500326;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1995-01-01 00:00:00;Annual;16754916;;Senegal
11.77642830497223;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1996-01-01 00:00:00;Annual;16754916;;Senegal
15.31831306162745;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1997-01-01 00:00:00;Annual;16754916;;Senegal
4.8343804539872597;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1986-01-01 00:00:00;Annual;16754916;;Senegal
5.3461214955388385;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1987-01-01 00:00:00;Annual;16754916;;Senegal
5.579759427982375;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1988-01-01 00:00:00;Annual;16754916;;Senegal
5.3716919123367646;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1989-01-01 00:00:00;Annual;16754916;;Senegal
5.5232814647434028;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1990-01-01 00:00:00;Annual;16754916;;Senegal
5.4278574541001996;148;170 travail du bois et fabrication d'articles;;En milliards de francs CFA courants\170 travail du bois et fabrication d'articles;1991-01-01 00:00:00;Annual;16754916;;Senegal
1.9754871219875423;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1980-01-01 00:00:00;Annual;16754916;;Senegal
2.2271809627977266;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1981-01-01 00:00:00;Annual;16754916;;Senegal
2.5107426183153865;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1982-01-01 00:00:00;Annual;16754916;;Senegal
3.1925459354922987;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1983-01-01 00:00:00;Annual;16754916;;Senegal
3.7494666292123204;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1984-01-01 00:00:00;Annual;16754916;;Senegal
4.001199205255551;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1985-01-01 00:00:00;Annual;16754916;;Senegal
39.726882991107516;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2010-01-01 00:00:00;Annual;16754916;;Senegal
43.993851242065055;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2011-01-01 00:00:00;Annual;16754916;;Senegal
45.463788798538445;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2012-01-01 00:00:00;Annual;16754916;;Senegal
27.311423519986072;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2004-01-01 00:00:00;Annual;16754916;;Senegal
27.688039794614166;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2005-01-01 00:00:00;Annual;16754916;;Senegal
30.734719592417846;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2006-01-01 00:00:00;Annual;16754916;;Senegal
34.78302852151613;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2007-01-01 00:00:00;Annual;16754916;;Senegal
38.076076276133406;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2008-01-01 00:00:00;Annual;16754916;;Senegal
38.363158368865186;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2009-01-01 00:00:00;Annual;16754916;;Senegal
14.010803567517177;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1998-01-01 00:00:00;Annual;16754916;;Senegal
15.333873682094563;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1999-01-01 00:00:00;Annual;16754916;;Senegal
13.760909467326179;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2000-01-01 00:00:00;Annual;16754916;;Senegal
20.684516500363067;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2001-01-01 00:00:00;Annual;16754916;;Senegal
21.33951608387688;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2002-01-01 00:00:00;Annual;16754916;;Senegal
20.112197912490789;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;2003-01-01 00:00:00;Annual;16754916;;Senegal
6.3922273469858633;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1992-01-01 00:00:00;Annual;16754916;;Senegal
5.8778161469600114;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1993-01-01 00:00:00;Annual;16754916;;Senegal
8.2687944635037205;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1994-01-01 00:00:00;Annual;16754916;;Senegal
10.579699260285681;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1995-01-01 00:00:00;Annual;16754916;;Senegal
12.267337995448615;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1996-01-01 00:00:00;Annual;16754916;;Senegal
15.466286654941346;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1997-01-01 00:00:00;Annual;16754916;;Senegal
4.3724798551965156;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1986-01-01 00:00:00;Annual;16754916;;Senegal
4.835326628750729;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1987-01-01 00:00:00;Annual;16754916;;Senegal
5.0408312081580009;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1988-01-01 00:00:00;Annual;16754916;;Senegal
6.0207299604047568;152;180 fabrication de papier, carton,;;En milliards de francs CFA courants\180 fabrication de papier, carton,;1989-01-01 00:00:00;Annual;16754916;;Senegal
