ID,REGION,DEPT,ARR,Men 2008,Women 2008,Total 2008,Men 2015,Women 2015,Total 2015,Growth Men,Growth Women,Household members age: 0-4,Household members age: 5-9,Household members age: 10-14,Household members age: 15-19,Household members age: 20-24,Household members age: 25-29,Household members age: 30-34,Household members age: 35-39,Household members age: 40-44,Household members age: 45-49,Household members age: 50-54,Household members age: 55-59,Household members age: 60-64,Household members age: 65-69,Household members age: 70-74,Household members age: 75-79,Household members age: 80 +,Household members age: Missing /DK,Household usual members: 0,Household usual members: 1,Household usual members: 2,Household usual members: 3,Household usual members: 4,Household usual members: 5,Household usual members: 6,Household usual members: 7,Household usual members: 8,Household usual members: 9 +,Sex of head of household: Male,Sex of head of household: Female,Residence and survival status of parents: Living with both parents,Residence and survival status of parents: Living with mother/father alive,Residence and survival status of parents: Living with mother/father dead,Residence and survival status of parents: Living with father/ mother alive,Residence and survival status of parents: Living with father/ mother dead,Residence and survival status of parents: Living with neither/ both alive,Residence and survival status of parents: Living with neither/ father alive,Residence and survival status of parents: Living with neither/ mother alive,Type of cooking fuel: Electricity,Type of cooking fuel: LPG, natural gas,Type of cooking fuel: Charcoal,Type of cooking fuel: Firewood, straw,Type of cooking fuel: Dung,Type of cooking fuel: Other,Persons per sleeping room: 1-2,Persons per sleeping room: 3-4,Persons per sleeping room: 5-6,Female Age group in school: 6-10,Female Age group in school: 11-15,Female Age group in school: 6-15,Female Age group in school: 16-20,Female Age group in school: 21-24,Male Age group in school: 6-10,Male Age group in school: 11-15,Male Age group in school: 6-15,Male Age group in school: 16-20,Male Age group in school: 21-24,Male Level of education: No education,Male Level of education: Primary,Male Level of education: Secondary,Male Level of education: Higher,Male Level of education: DK/missing,Female Level of education: No education,Female Level of education: Primary,Female Level of education: Secondary,Female Level of education: Higher,Female Level of education: DK/missing,Employment: No work in last 12 months,Employment: Worked last 12 months,Employment: Seasonally,Employment: Occasionally,Respondent's occupation: Agricultural - own land,Respondent's occupation: Agricultural - other,Respondent's occupation: Professional technical managerial,Respondent's occupation: Sales services,Respondent's occupation: Skilled manual,Respondent's occupation: Unskilled manual,Respondent's occupation: Household & domestic,Respondent's occupation: Other,No schooling or primary school: Can read a whole sentence,No schooling or primary school: Can read part of a sentence,No schooling or primary school: Cannot read at all,No schooling or primary school: No card with required language,No schooling or primary school: Missing,Mass communication media: No mass media,Mass communication media: Reads newspaper,Mass communication media: Watches television,Mass communication media: Listens to radio weekly,Mass communication media: All three media,Source of drinking water: Piped water,Source of drinking water: Well water,Source of drinking water: Surface water,Source of drinking water: Rainwater,Source of drinking water: Bottled water/Demi John,Source of drinking water: Other,Time to water source: Water within 15 minutes,Time to water source: Median time to source,Type of toilet facility: Flush toilet,Type of toilet facility: Pit toilet latrine,Type of toilet facility: No facility,Has electricity: No,Has electricity: Yes,Main floor material: Natural,Main floor material: Rudimentary,Main floor material: Finished,Household possessions: Radio,Household possessions: Television,Household possessions: Telephone,Household possessions: Refrigerator,Household possessions: Bicycle,Household possessions: Motorcycle,Household possessions: Private car,Household possessions: None of the previous
21.0,THIES,MBOUR,SESSENE,284200,275430,559630,342277,330776,673053,1.163884588,1.200943979,13.6,11.2,10.6,9.3,10.4,9.9,7.8,5.9,4.8,2.9,3.8,2.9,1.8,1.3,1.2,0.4,0.9,1.3,0.0,5.5,8.0,7.7,9.9,8.9,9.4,8.1,7.7,34.8,67.8,32.2,58.2,23.1,3.8,3.7,0.6,8.1,1.1,0.9,2.5,80.8,10.6,4.0,0.0,2.2,60.8,29.6,7.1,2.5,0.0,74.9,63.9,68.9,31.1,12.0,73.7,65.7,69.7,34.2,21.3,25.3,37.8,25.3,8.0,3.5,33.4,38.9,21.5,5.0,1.2,41.5,45.4,5.9,7.2,,0.6,9.8,68.2,1.4,1.8,16.8,1.4,12.7,12.0,40.3,0.1,0.1,4.2,31.6,91.7,69.1,25.4,92.9,2.2,0.2,0.0,3.0,1.6,96.3,0.0,69.0,30.5,0.5,6.4,93.6,4.9,0.0,95.1,75.6,84.5,25.8,45.6,7.6,8.3,2.7,6.7
22.0,DIOURBEL,MBACKE,TAIF,334974,388931,723905,414418,472587,887005,1.4108169590000001,1.215092137,18.8,16.4,12.3,10.2,8.4,6.2,5.2,3.9,3.5,2.9,3.4,2.3,1.8,1.2,1.9,0.8,0.9,0.1,0.0,2.3,1.9,4.5,4.3,9.6,10.4,8.9,6.4,51.7,69.1,30.9,48.0,33.4,1.8,2.5,0.7,11.8,0.7,1.0,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0,25.8,25.7,25.8,7.9,1.4,21.7,33.3,26.8,15.5,7.2,75.8,15.6,7.1,0.7,0.8,80.0,14.0,5.4,0.1,0.5,48.1,34.5,7.9,9.5,,12.9,3.0,69.8,3.3,3.6,7.1,0.3,4.9,5.6,79.4,0.1,0.1,24.6,3.8,60.7,58.4,3.3,77.6,11.8,0.1,0.0,2.0,8.6,86.7,0.0,20.8,59.8,19.4,47.1,52.9,31.2,0.1,68.6,79.0,48.2,8.7,16.8,5.2,5.2,5.1,16.4
23.0,DIOURBEL,MBACKE,KAEL,334974,388931,723905,414418,472587,887005,1.4108169590000001,1.215092137,18.8,16.4,12.3,10.2,8.4,6.2,5.2,3.9,3.5,2.9,3.4,2.3,1.8,1.2,1.9,0.8,0.9,0.1,0.0,2.3,1.9,4.5,4.3,9.6,10.4,8.9,6.4,51.7,69.1,30.9,48.0,33.4,1.8,2.5,0.7,11.8,0.7,1.0,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0,25.8,25.7,25.8,7.9,1.4,21.7,33.3,26.8,15.5,7.2,75.8,15.6,7.1,0.7,0.8,80.0,14.0,5.4,0.1,0.5,48.1,34.5,7.9,9.5,,12.9,3.0,69.8,3.3,3.6,7.1,0.3,4.9,5.6,79.4,0.1,0.1,24.6,3.8,60.7,58.4,3.3,77.6,11.8,0.1,0.0,2.0,8.6,86.7,0.0,20.8,59.8,19.4,47.1,52.9,31.2,0.1,68.6,79.0,48.2,8.7,16.8,5.2,5.2,5.1,16.4
24.0,DIOURBEL,MBACKE,NDAME,334974,388931,723905,414418,472587,887005,1.4108169590000001,1.215092137,18.8,16.4,12.3,10.2,8.4,6.2,5.2,3.9,3.5,2.9,3.4,2.3,1.8,1.2,1.9,0.8,0.9,0.1,0.0,2.3,1.9,4.5,4.3,9.6,10.4,8.9,6.4,51.7,69.1,30.9,48.0,33.4,1.8,2.5,0.7,11.8,0.7,1.0,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0,25.8,25.7,25.8,7.9,1.4,21.7,33.3,26.8,15.5,7.2,75.8,15.6,7.1,0.7,0.8,80.0,14.0,5.4,0.1,0.5,48.1,34.5,7.9,9.5,,12.9,3.0,69.8,3.3,3.6,7.1,0.3,4.9,5.6,79.4,0.1,0.1,24.6,3.8,60.7,58.4,3.3,77.6,11.8,0.1,0.0,2.0,8.6,86.7,0.0,20.8,59.8,19.4,47.1,52.9,31.2,0.1,68.6,79.0,48.2,8.7,16.8,5.2,5.2,5.1,16.4
25.0,DIOURBEL,DIOURBEL,NDOULO,123973,130727,254700,153375,158846,312221,1.2812951209999999,1.215097111,18.8,16.4,12.3,10.2,8.4,6.2,5.2,3.9,3.5,2.9,3.4,2.3,1.8,1.2,1.9,0.8,0.9,0.1,0.0,2.3,1.9,4.5,4.3,9.6,10.4,8.9,6.4,51.7,69.1,30.9,48.0,33.4,1.8,2.5,0.7,11.8,0.7,1.0,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0,25.8,25.7,25.8,7.9,1.4,21.7,33.3,26.8,15.5,7.2,75.8,15.6,7.1,0.7,0.8,80.0,14.0,5.4,0.1,0.5,48.1,34.5,7.9,9.5,,12.9,3.0,69.8,3.3,3.6,7.1,0.3,4.9,5.6,79.4,0.1,0.1,24.6,3.8,60.7,58.4,3.3,77.6,11.8,0.1,0.0,2.0,8.6,86.7,0.0,20.8,59.8,19.4,47.1,52.9,31.2,0.1,68.6,79.0,48.2,8.7,16.8,5.2,5.2,5.1,16.4
26.0,DIOURBEL,DIOURBEL,NDINDY,123973,130727,254700,153375,158846,312221,1.2812951209999999,1.215097111,18.8,16.4,12.3,10.2,8.4,6.2,5.2,3.9,3.5,2.9,3.4,2.3,1.8,1.2,1.9,0.8,0.9,0.1,0.0,2.3,1.9,4.5,4.3,9.6,10.4,8.9,6.4,51.7,69.1,30.9,48.0,33.4,1.8,2.5,0.7,11.8,0.7,1.0,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0,25.8,25.7,25.8,7.9,1.4,21.7,33.3,26.8,15.5,7.2,75.8,15.6,7.1,0.7,0.8,80.0,14.0,5.4,0.1,0.5,48.1,34.5,7.9,9.5,,12.9,3.0,69.8,3.3,3.6,7.1,0.3,4.9,5.6,79.4,0.1,0.1,24.6,3.8,60.7,58.4,3.3,77.6,11.8,0.1,0.0,2.0,8.6,86.7,0.0,20.8,59.8,19.4,47.1,52.9,31.2,0.1,68.6,79.0,48.2,8.7,16.8,5.2,5.2,5.1,16.4
27.0,DIOURBEL,BAMBEY,NGOYE,145863,150025,295888,180457,182294,362751,1.249761763,1.215090818,18.8,16.4,12.3,10.2,8.4,6.2,5.2,3.9,3.5,2.9,3.4,2.3,1.8,1.2,1.9,0.8,0.9,0.1,0.0,2.3,1.9,4.5,4.3,9.6,10.4,8.9,6.4,51.7,69.1,30.9,48.0,33.4,1.8,2.5,0.7,11.8,0.7,1.0,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0,25.8,25.7,25.8,7.9,1.4,21.7,33.3,26.8,15.5,7.2,75.8,15.6,7.1,0.7,0.8,80.0,14.0,5.4,0.1,0.5,48.1,34.5,7.9,9.5,,12.9,3.0,69.8,3.3,3.6,7.1,0.3,4.9,5.6,79.4,0.1,0.1,24.6,3.8,60.7,58.4,3.3,77.6,11.8,0.1,0.0,2.0,8.6,86.7,0.0,20.8,59.8,19.4,47.1,52.9,31.2,0.1,68.6,79.0,48.2,8.7,16.8,5.2,5.2,5.1,16.4
28.0,DIOURBEL,BAMBEY,LAMBAYE,145863,150025,295888,180457,182294,362751,1.249761763,1.215090818,18.8,16.4,12.3,10.2,8.4,6.2,5.2,3.9,3.5,2.9,3.4,2.3,1.8,1.2,1.9,0.8,0.9,0.1,0.0,2.3,1.9,4.5,4.3,9.6,10.4,8.9,6.4,51.7,69.1,30.9,48.0,33.4,1.8,2.5,0.7,11.8,0.7,1.0,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0,25.8,25.7,25.8,7.9,1.4,21.7,33.3,26.8,15.5,7.2,75.8,15.6,7.1,0.7,0.8,80.0,14.0,5.4,0.1,0.5,48.1,34.5,7.9,9.5,,12.9,3.0,69.8,3.3,3.6,7.1,0.3,4.9,5.6,79.4,0.1,0.1,24.6,3.8,60.7,58.4,3.3,77.6,11.8,0.1,0.0,2.0,8.6,86.7,0.0,20.8,59.8,19.4,47.1,52.9,31.2,0.1,68.6,79.0,48.2,8.7,16.8,5.2,5.2,5.1,16.4
29.0,DIOURBEL,BAMBEY,BABA GARAGE,145863,150025,295888,180457,182294,362751,1.249761763,1.215090818,18.8,16.4,12.3,10.2,8.4,6.2,5.2,3.9,3.5,2.9,3.4,2.3,1.8,1.2,1.9,0.8,0.9,0.1,0.0,2.3,1.9,4.5,4.3,9.6,10.4,8.9,6.4,51.7,69.1,30.9,48.0,33.4,1.8,2.5,0.7,11.8,0.7,1.0,0.5,11.0,25.1,56.7,4.4,2.3,69.7,26.2,3.2,1.0,0.0,25.8,25.7,25.8,7.9,1.4,21.7,33.3,26.8,15.5,7.2,75.8,15.6,7.1,0.7,0.8,80.0,14.0,5.4,0.1,0.5,48.1,34.5,7.9,9.5,,12.9,3.0,69.8,3.3,3.6,7.1,0.3,4.9,5.6,79.4,0.1,0.1,24.6,3.8,60.7,58.4,3.3,77.6,11.8,0.1,0.0,2.0,8.6,86.7,0.0,20.8,59.8,19.4,47.1,52.9,31.2,0.1,68.6,79.0,48.2,8.7,16.8,5.2,5.2,5.1,16.4
30.0,FATICK,GOSSAS,COLOBANE,50171,50209,100380,63282,62918,126200,1.254071077,1.25312195,18.6,17.6,14.8,9.1,7.2,5.2,4.8,3.9,3.2,2.4,3.2,2.4,2.2,1.6,1.7,1.1,1.1,0.1,0.0,2.3,1.6,3.0,5.1,6.5,9.4,11.1,10.1,50.8,76.0,24.0,51.5,23.8,2.8,4.5,1.0,13.6,1.3,1.2,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0,53.7,59.7,56.5,31.6,12.5,54.0,58.6,56.1,35.5,19.6,43.2,37.7,15.4,1.7,2.0,54.6,32.3,12.3,0.2,0.6,54.5,34.6,6.5,4.4,,16.0,5.3,65.6,0.5,1.2,11.0,0.5,10.4,6.6,60.9,0.1,0.0,32.0,7.3,44.6,54.2,4.6,46.6,43.4,1.4,0.3,0.3,8.0,58.4,9.4,14.7,41.9,43.4,67.2,32.8,55.6,0.2,44.2,62.2,28.3,4.1,8.6,8.8,7.0,1.5,32.3
31.0,FATICK,FATICK,NIAKHAR,159082,160293,319375,200652,200875,401527,1.262713569,1.253173875,18.6,17.6,14.8,9.1,7.2,5.2,4.8,3.9,3.2,2.4,3.2,2.4,2.2,1.6,1.7,1.1,1.1,0.1,0.0,2.3,1.6,3.0,5.1,6.5,9.4,11.1,10.1,50.8,76.0,24.0,51.5,23.8,2.8,4.5,1.0,13.6,1.3,1.2,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0,53.7,59.7,56.5,31.6,12.5,54.0,58.6,56.1,35.5,19.6,43.2,37.7,15.4,1.7,2.0,54.6,32.3,12.3,0.2,0.6,54.5,34.6,6.5,4.4,,16.0,5.3,65.6,0.5,1.2,11.0,0.5,10.4,6.6,60.9,0.1,0.0,32.0,7.3,44.6,54.2,4.6,46.6,43.4,1.4,0.3,0.3,8.0,58.4,9.4,14.7,41.9,43.4,67.2,32.8,55.6,0.2,44.2,62.2,28.3,4.1,8.6,8.8,7.0,1.5,32.3
32.0,FATICK,FATICK,TATTAGUINE,159082,160293,319375,200652,200875,401527,1.262713569,1.253173875,18.6,17.6,14.8,9.1,7.2,5.2,4.8,3.9,3.2,2.4,3.2,2.4,2.2,1.6,1.7,1.1,1.1,0.1,0.0,2.3,1.6,3.0,5.1,6.5,9.4,11.1,10.1,50.8,76.0,24.0,51.5,23.8,2.8,4.5,1.0,13.6,1.3,1.2,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0,53.7,59.7,56.5,31.6,12.5,54.0,58.6,56.1,35.5,19.6,43.2,37.7,15.4,1.7,2.0,54.6,32.3,12.3,0.2,0.6,54.5,34.6,6.5,4.4,,16.0,5.3,65.6,0.5,1.2,11.0,0.5,10.4,6.6,60.9,0.1,0.0,32.0,7.3,44.6,54.2,4.6,46.6,43.4,1.4,0.3,0.3,8.0,58.4,9.4,14.7,41.9,43.4,67.2,32.8,55.6,0.2,44.2,62.2,28.3,4.1,8.6,8.8,7.0,1.5,32.3
33.0,FATICK,GOSSAS,OUADIOUR,50171,50209,100380,63282,62918,126200,1.254071077,1.25312195,18.6,17.6,14.8,9.1,7.2,5.2,4.8,3.9,3.2,2.4,3.2,2.4,2.2,1.6,1.7,1.1,1.1,0.1,0.0,2.3,1.6,3.0,5.1,6.5,9.4,11.1,10.1,50.8,76.0,24.0,51.5,23.8,2.8,4.5,1.0,13.6,1.3,1.2,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0,53.7,59.7,56.5,31.6,12.5,54.0,58.6,56.1,35.5,19.6,43.2,37.7,15.4,1.7,2.0,54.6,32.3,12.3,0.2,0.6,54.5,34.6,6.5,4.4,,16.0,5.3,65.6,0.5,1.2,11.0,0.5,10.4,6.6,60.9,0.1,0.0,32.0,7.3,44.6,54.2,4.6,46.6,43.4,1.4,0.3,0.3,8.0,58.4,9.4,14.7,41.9,43.4,67.2,32.8,55.6,0.2,44.2,62.2,28.3,4.1,8.6,8.8,7.0,1.5,32.3
34.0,FATICK,FATICK,NDIOB,159082,160293,319375,200652,200875,401527,1.262713569,1.253173875,18.6,17.6,14.8,9.1,7.2,5.2,4.8,3.9,3.2,2.4,3.2,2.4,2.2,1.6,1.7,1.1,1.1,0.1,0.0,2.3,1.6,3.0,5.1,6.5,9.4,11.1,10.1,50.8,76.0,24.0,51.5,23.8,2.8,4.5,1.0,13.6,1.3,1.2,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0,53.7,59.7,56.5,31.6,12.5,54.0,58.6,56.1,35.5,19.6,43.2,37.7,15.4,1.7,2.0,54.6,32.3,12.3,0.2,0.6,54.5,34.6,6.5,4.4,,16.0,5.3,65.6,0.5,1.2,11.0,0.5,10.4,6.6,60.9,0.1,0.0,32.0,7.3,44.6,54.2,4.6,46.6,43.4,1.4,0.3,0.3,8.0,58.4,9.4,14.7,41.9,43.4,67.2,32.8,55.6,0.2,44.2,62.2,28.3,4.1,8.6,8.8,7.0,1.5,32.3
35.0,FATICK,FATICK,FIMELA,159082,160293,319375,200652,200875,401527,1.262713569,1.253173875,18.6,17.6,14.8,9.1,7.2,5.2,4.8,3.9,3.2,2.4,3.2,2.4,2.2,1.6,1.7,1.1,1.1,0.1,0.0,2.3,1.6,3.0,5.1,6.5,9.4,11.1,10.1,50.8,76.0,24.0,51.5,23.8,2.8,4.5,1.0,13.6,1.3,1.2,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0,53.7,59.7,56.5,31.6,12.5,54.0,58.6,56.1,35.5,19.6,43.2,37.7,15.4,1.7,2.0,54.6,32.3,12.3,0.2,0.6,54.5,34.6,6.5,4.4,,16.0,5.3,65.6,0.5,1.2,11.0,0.5,10.4,6.6,60.9,0.1,0.0,32.0,7.3,44.6,54.2,4.6,46.6,43.4,1.4,0.3,0.3,8.0,58.4,9.4,14.7,41.9,43.4,67.2,32.8,55.6,0.2,44.2,62.2,28.3,4.1,8.6,8.8,7.0,1.5,32.3
36.0,FATICK,FOUNDIOUGNE,NIODIOR,130787,134504,265291,164968,168553,333521,1.2887595859999998,1.253144888,18.6,17.6,14.8,9.1,7.2,5.2,4.8,3.9,3.2,2.4,3.2,2.4,2.2,1.6,1.7,1.1,1.1,0.1,0.0,2.3,1.6,3.0,5.1,6.5,9.4,11.1,10.1,50.8,76.0,24.0,51.5,23.8,2.8,4.5,1.0,13.6,1.3,1.2,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0,53.7,59.7,56.5,31.6,12.5,54.0,58.6,56.1,35.5,19.6,43.2,37.7,15.4,1.7,2.0,54.6,32.3,12.3,0.2,0.6,54.5,34.6,6.5,4.4,,16.0,5.3,65.6,0.5,1.2,11.0,0.5,10.4,6.6,60.9,0.1,0.0,32.0,7.3,44.6,54.2,4.6,46.6,43.4,1.4,0.3,0.3,8.0,58.4,9.4,14.7,41.9,43.4,67.2,32.8,55.6,0.2,44.2,62.2,28.3,4.1,8.6,8.8,7.0,1.5,32.3
37.0,FATICK,FOUNDIOUGNE,TOUBACOUTA,130787,134504,265291,164968,168553,333521,1.2887595859999998,1.253144888,18.6,17.6,14.8,9.1,7.2,5.2,4.8,3.9,3.2,2.4,3.2,2.4,2.2,1.6,1.7,1.1,1.1,0.1,0.0,2.3,1.6,3.0,5.1,6.5,9.4,11.1,10.1,50.8,76.0,24.0,51.5,23.8,2.8,4.5,1.0,13.6,1.3,1.2,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0,53.7,59.7,56.5,31.6,12.5,54.0,58.6,56.1,35.5,19.6,43.2,37.7,15.4,1.7,2.0,54.6,32.3,12.3,0.2,0.6,54.5,34.6,6.5,4.4,,16.0,5.3,65.6,0.5,1.2,11.0,0.5,10.4,6.6,60.9,0.1,0.0,32.0,7.3,44.6,54.2,4.6,46.6,43.4,1.4,0.3,0.3,8.0,58.4,9.4,14.7,41.9,43.4,67.2,32.8,55.6,0.2,44.2,62.2,28.3,4.1,8.6,8.8,7.0,1.5,32.3
38.0,FATICK,FOUNDIOUGNE,DJILOR,130787,134504,265291,164968,168553,333521,1.2887595859999998,1.253144888,18.6,17.6,14.8,9.1,7.2,5.2,4.8,3.9,3.2,2.4,3.2,2.4,2.2,1.6,1.7,1.1,1.1,0.1,0.0,2.3,1.6,3.0,5.1,6.5,9.4,11.1,10.1,50.8,76.0,24.0,51.5,23.8,2.8,4.5,1.0,13.6,1.3,1.2,0.0,8.6,4.1,77.7,8.3,1.3,62.5,31.1,4.6,1.8,0.0,53.7,59.7,56.5,31.6,12.5,54.0,58.6,56.1,35.5,19.6,43.2,37.7,15.4,1.7,2.0,54.6,32.3,12.3,0.2,0.6,54.5,34.6,6.5,4.4,,16.0,5.3,65.6,0.5,1.2,11.0,0.5,10.4,6.6,60.9,0.1,0.0,32.0,7.3,44.6,54.2,4.6,46.6,43.4,1.4,0.3,0.3,8.0,58.4,9.4,14.7,41.9,43.4,67.2,32.8,55.6,0.2,44.2,62.2,28.3,4.1,8.6,8.8,7.0,1.5,32.3
39.0,LOUGA,LOUGA,SAKAL,163200,173781,336981,198616,209995,408611,1.286734069,1.208388719,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
40.0,LOUGA,LOUGA,MEUR MOMAR SARR,163200,173781,336981,198616,209995,408611,1.286734069,1.208388719,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
41.0,LOUGA,LOUGA,MBEDIENE,163200,173781,336981,198616,209995,408611,1.286734069,1.208388719,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
42.0,LOUGA,LOUGA,COKI,163200,173781,336981,198616,209995,408611,1.286734069,1.208388719,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
43.0,LOUGA,KEBEMER,NDANDE,121359,126348,247707,147582,152562,300144,1.257113193,1.207474594,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
44.0,LOUGA,KEBEMER,SAGATTA GUETH,121359,126348,247707,147582,152562,300144,1.257113193,1.207474594,16.5,16.5,13.3,10.3,8.3,6.3,5.4,4.8,3.4,2.3,4.0,2.0,2.1,1.4,1.6,0.6,1.0,0.2,0.0,1.2,1.5,4.3,5.5,7.6,10.9,7.2,10.1,51.8,78.1,21.9,59.6,24.1,2.3,2.4,0.5,9.3,0.9,0.6,1.1,15.1,9.4,73.1,0.8,0.6,63.5,31.0,4.7,0.8,0.0,38.9,38.2,38.6,12.2,1.6,30.3,40.7,34.6,24.0,8.4,72.4,18.2,7.5,0.6,1.2,75.3,18.8,5.0,0.2,0.8,58.9,20.7,16.5,4.0,,34.8,1.9,55.8,1.1,0.9,5.2,0.3,5.5,9.3,77.1,0.2,0.0,22.9,4.6,49.5,65.3,3.3,82.8,14.5,1.2,0.0,0.0,1.6,77.4,0.0,16.7,50.5,32.8,63.8,36.2,60.7,0.4,38.9,79.5,38.0,8.1,11.8,5.1,4.4,3.1,16.0
