ID,REGION,DEPT,ARR,Men 2008,Women 2008,Total 2008,Men 2015,Women 2015,Total 2015,Growth Men,Growth Women,Household members age: 0-4,Household members age: 5-9,Household members age: 10-14,Household members age: 15-19,Household members age: 20-24,Household members age: 25-29,Household members age: 30-34,Household members age: 35-39,Household members age: 40-44,Household members age: 45-49,Household members age: 50-54,Household members age: 55-59,Household members age: 60-64,Household members age: 65-69,Household members age: 70-74,Household members age: 75-79,Household members age: 80 +,Household members age: Missing /DK,Household usual members: 0,Household usual members: 1,Household usual members: 2,Household usual members: 3,Household usual members: 4,Household usual members: 5,Household usual members: 6,Household usual members: 7,Household usual members: 8,Household usual members: 9 +,Sex of head of household: Male,Sex of head of household: Female,Residence and survival status of parents: Living with both parents,Residence and survival status of parents: Living with mother/father alive,Residence and survival status of parents: Living with mother/father dead,Residence and survival status of parents: Living with father/ mother alive,Residence and survival status of parents: Living with father/ mother dead,Residence and survival status of parents: Living with neither/ both alive,Residence and survival status of parents: Living with neither/ father alive,Residence and survival status of parents: Living with neither/ mother alive,Type of cooking fuel: Electricity,Type of cooking fuel: LPG, natural gas,Type of cooking fuel: Charcoal,Type of cooking fuel: Firewood, straw,Type of cooking fuel: Dung,Type of cooking fuel: Other,Persons per sleeping room: 1-2,Persons per sleeping room: 3-4,Persons per sleeping room: 5-6,Female Age group in school: 6-10,Female Age group in school: 11-15,Female Age group in school: 6-15,Female Age group in school: 16-20,Female Age group in school: 21-24,Male Age group in school: 6-10,Male Age group in school: 11-15,Male Age group in school: 6-15,Male Age group in school: 16-20,Male Age group in school: 21-24,Male Level of education: No education,Male Level of education: Primary,Male Level of education: Secondary,Male Level of education: Higher,Male Level of education: DK/missing,Female Level of education: No education,Female Level of education: Primary,Female Level of education: Secondary,Female Level of education: Higher,Female Level of education: DK/missing,Employment: No work in last 12 months,Employment: Worked last 12 months,Employment: Seasonally,Employment: Occasionally,Respondent's occupation: Agricultural - own land,Respondent's occupation: Agricultural - other,Respondent's occupation: Professional technical managerial,Respondent's occupation: Sales services,Respondent's occupation: Skilled manual,Respondent's occupation: Unskilled manual,Respondent's occupation: Household & domestic,Respondent's occupation: Other,No schooling or primary school: Can read a whole sentence,No schooling or primary school: Can read part of a sentence,No schooling or primary school: Cannot read at all,No schooling or primary school: No card with required language,No schooling or primary school: Missing,Mass communication media: No mass media,Mass communication media: Reads newspaper,Mass communication media: Watches television,Mass communication media: Listens to radio weekly,Mass communication media: All three media,Source of drinking water: Piped water,Source of drinking water: Well water,Source of drinking water: Surface water,Source of drinking water: Rainwater,Source of drinking water: Bottled water/Demi John,Source of drinking water: Other,Time to water source: Water within 15 minutes,Time to water source: Median time to source,Type of toilet facility: Flush toilet,Type of toilet facility: Pit toilet latrine,Type of toilet facility: No facility,Has electricity: No,Has electricity: Yes,Main floor material: Natural,Main floor material: Rudimentary,Main floor material: Finished,Household possessions: Radio,Household possessions: Television,Household possessions: Telephone,Household possessions: Refrigerator,Household possessions: Bicycle,Household possessions: Motorcycle,Household possessions: Private car,Household possessions: None of the previous
69.0,SAINT-LOUIS,DAGANA,NDIAYE MBERESS,173097,189748,362845,211846,230389,442235,1.3309820509999999,1.214184076,17.3,15.0,13.7,9.9,8.2,6.4,5.4,5.0,3.8,3.2,3.2,2.2,1.8,0.9,1.4,1.0,1.1,0.5,0.0,1.3,2.3,5.3,6.8,9.4,10.8,10.7,8.2,45.3,75.3,24.7,55.9,24.7,1.8,3.1,0.8,11.1,1.2,0.9,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0,52.5,54.0,53.1,19.8,4.8,47.3,52.9,50.0,23.6,6.2,47.4,33.8,16.0,1.6,1.3,51.6,34.7,12.4,0.6,0.7,56.0,24.5,13.9,5.7,,29.6,6.0,52.6,2.2,2.0,6.5,1.1,9.2,8.0,63.4,0.4,0.1,28.5,9.1,57.6,50.0,6.6,68.5,19.7,9.1,0.2,0.0,2.5,81.3,0.0,23.8,55.9,19.8,45.4,54.6,37.9,1.3,60.8,66.7,50.7,9.0,14.9,12.4,5.6,3.9,18.5
70.0,SAINT-LOUIS,PODOR,GAMADJI SARRE,113358,110890,224248,138734,134638,273372,1.1877238479999999,1.214158175,17.3,15.0,13.7,9.9,8.2,6.4,5.4,5.0,3.8,3.2,3.2,2.2,1.8,0.9,1.4,1.0,1.1,0.5,0.0,1.3,2.3,5.3,6.8,9.4,10.8,10.7,8.2,45.3,75.3,24.7,55.9,24.7,1.8,3.1,0.8,11.1,1.2,0.9,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0,52.5,54.0,53.1,19.8,4.8,47.3,52.9,50.0,23.6,6.2,47.4,33.8,16.0,1.6,1.3,51.6,34.7,12.4,0.6,0.7,56.0,24.5,13.9,5.7,,29.6,6.0,52.6,2.2,2.0,6.5,1.1,9.2,8.0,63.4,0.4,0.1,28.5,9.1,57.6,50.0,6.6,68.5,19.7,9.1,0.2,0.0,2.5,81.3,0.0,23.8,55.9,19.8,45.4,54.6,37.9,1.3,60.8,66.7,50.7,9.0,14.9,12.4,5.6,3.9,18.5
71.0,SAINT-LOUIS,PODOR,CAS CAS,173097,189748,362845,211846,230389,442235,1.3309820509999999,1.214184076,17.3,15.0,13.7,9.9,8.2,6.4,5.4,5.0,3.8,3.2,3.2,2.2,1.8,0.9,1.4,1.0,1.1,0.5,0.0,1.3,2.3,5.3,6.8,9.4,10.8,10.7,8.2,45.3,75.3,24.7,55.9,24.7,1.8,3.1,0.8,11.1,1.2,0.9,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0,52.5,54.0,53.1,19.8,4.8,47.3,52.9,50.0,23.6,6.2,47.4,33.8,16.0,1.6,1.3,51.6,34.7,12.4,0.6,0.7,56.0,24.5,13.9,5.7,,29.6,6.0,52.6,2.2,2.0,6.5,1.1,9.2,8.0,63.4,0.4,0.1,28.5,9.1,57.6,50.0,6.6,68.5,19.7,9.1,0.2,0.0,2.5,81.3,0.0,23.8,55.9,19.8,45.4,54.6,37.9,1.3,60.8,66.7,50.7,9.0,14.9,12.4,5.6,3.9,18.5
72.0,SAINT-LOUIS,SAINT-LOUIS,RAO,173097,189748,362845,211846,230389,442235,1.3309820509999999,1.214184076,17.3,15.0,13.7,9.9,8.2,6.4,5.4,5.0,3.8,3.2,3.2,2.2,1.8,0.9,1.4,1.0,1.1,0.5,0.0,1.3,2.3,5.3,6.8,9.4,10.8,10.7,8.2,45.3,75.3,24.7,55.9,24.7,1.8,3.1,0.8,11.1,1.2,0.9,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0,52.5,54.0,53.1,19.8,4.8,47.3,52.9,50.0,23.6,6.2,47.4,33.8,16.0,1.6,1.3,51.6,34.7,12.4,0.6,0.7,56.0,24.5,13.9,5.7,,29.6,6.0,52.6,2.2,2.0,6.5,1.1,9.2,8.0,63.4,0.4,0.1,28.5,9.1,57.6,50.0,6.6,68.5,19.7,9.1,0.2,0.0,2.5,81.3,0.0,23.8,55.9,19.8,45.4,54.6,37.9,1.3,60.8,66.7,50.7,9.0,14.9,12.4,5.6,3.9,18.5
73.0,SAINT-LOUIS,PODOR,THILE BOUBACAR,125084,128663,253747,128663,156219,284882,1.2489127309999999,1.214171906,17.3,15.0,13.7,9.9,8.2,6.4,5.4,5.0,3.8,3.2,3.2,2.2,1.8,0.9,1.4,1.0,1.1,0.5,0.0,1.3,2.3,5.3,6.8,9.4,10.8,10.7,8.2,45.3,75.3,24.7,55.9,24.7,1.8,3.1,0.8,11.1,1.2,0.9,1.4,18.3,12.1,67.3,0.4,0.5,56.1,32.1,9.5,2.3,0.0,52.5,54.0,53.1,19.8,4.8,47.3,52.9,50.0,23.6,6.2,47.4,33.8,16.0,1.6,1.3,51.6,34.7,12.4,0.6,0.7,56.0,24.5,13.9,5.7,,29.6,6.0,52.6,2.2,2.0,6.5,1.1,9.2,8.0,63.4,0.4,0.1,28.5,9.1,57.6,50.0,6.6,68.5,19.7,9.1,0.2,0.0,2.5,81.3,0.0,23.8,55.9,19.8,45.4,54.6,37.9,1.3,60.8,66.7,50.7,9.0,14.9,12.4,5.6,3.9,18.5
74.0,KOLDA,MEDINA YORO FOULAH,FAFACOUROU,173097,189748,362845,211846,230389,442235,1.3309820509999999,1.214184076,20.0,17.0,13.6,9.9,7.7,6.0,4.9,4.3,3.3,2.4,3.2,1.9,1.7,1.4,1.2,0.7,0.7,0.0,0.0,2.2,2.0,2.6,6.6,8.5,7.9,7.3,11.0,51.9,91.2,8.8,67.0,12.9,3.5,4.2,2.3,7.1,0.8,1.9,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,46.0,37.0,14.5,1.3,1.2,59.5,32.8,7.4,0.2,0.2,37.3,27.3,33.7,1.7,,67.3,2.1,28.3,0.6,0.0,1.2,0.5,6.9,6.7,73.6,0.1,0.0,34.4,3.7,29.1,58.0,2.6,8.6,90.6,0.7,0.0,0.1,0.0,72.8,0.2,4.3,82.0,13.7,78.8,21.2,62.8,0.1,37.1,72.0,22.1,6.6,7.2,74.3,15.6,1.2,8.7
75.0,KOLDA,KOLDA,MAMPATIM,52680,53404,106084,68516,69756,138272,1.3241457859999999,1.306194293,20.0,17.0,13.6,9.9,7.7,6.0,4.9,4.3,3.3,2.4,3.2,1.9,1.7,1.4,1.2,0.7,0.7,0.0,0.0,2.2,2.0,2.6,6.6,8.5,7.9,7.3,11.0,51.9,91.2,8.8,67.0,12.9,3.5,4.2,2.3,7.1,0.8,1.9,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,46.0,37.0,14.5,1.3,1.2,59.5,32.8,7.4,0.2,0.2,37.3,27.3,33.7,1.7,,67.3,2.1,28.3,0.6,0.0,1.2,0.5,6.9,6.7,73.6,0.1,0.0,34.4,3.7,29.1,58.0,2.6,8.6,90.6,0.7,0.0,0.1,0.0,72.8,0.2,4.3,82.0,13.7,78.8,21.2,62.8,0.1,37.1,72.0,22.1,6.6,7.2,74.3,15.6,1.2,8.7
76.0,KOLDA,MEDINA YORO FOULAH,NDORNA,107158,107399,214557,127081,128104,140812,1.195468374,1.19278578,20.0,17.0,13.6,9.9,7.7,6.0,4.9,4.3,3.3,2.4,3.2,1.9,1.7,1.4,1.2,0.7,0.7,0.0,0.0,2.2,2.0,2.6,6.6,8.5,7.9,7.3,11.0,51.9,91.2,8.8,67.0,12.9,3.5,4.2,2.3,7.1,0.8,1.9,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,46.0,37.0,14.5,1.3,1.2,59.5,32.8,7.4,0.2,0.2,37.3,27.3,33.7,1.7,,67.3,2.1,28.3,0.6,0.0,1.2,0.5,6.9,6.7,73.6,0.1,0.0,34.4,3.7,29.1,58.0,2.6,8.6,90.6,0.7,0.0,0.1,0.0,72.8,0.2,4.3,82.0,13.7,78.8,21.2,62.8,0.1,37.1,72.0,22.1,6.6,7.2,74.3,15.6,1.2,8.7
77.0,KOLDA,VELINGARA,BONCONTO,52680,53404,106084,68516,69756,138272,1.3241457859999999,1.306194293,20.0,17.0,13.6,9.9,7.7,6.0,4.9,4.3,3.3,2.4,3.2,1.9,1.7,1.4,1.2,0.7,0.7,0.0,0.0,2.2,2.0,2.6,6.6,8.5,7.9,7.3,11.0,51.9,91.2,8.8,67.0,12.9,3.5,4.2,2.3,7.1,0.8,1.9,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,46.0,37.0,14.5,1.3,1.2,59.5,32.8,7.4,0.2,0.2,37.3,27.3,33.7,1.7,,67.3,2.1,28.3,0.6,0.0,1.2,0.5,6.9,6.7,73.6,0.1,0.0,34.4,3.7,29.1,58.0,2.6,8.6,90.6,0.7,0.0,0.1,0.0,72.8,0.2,4.3,82.0,13.7,78.8,21.2,62.8,0.1,37.1,72.0,22.1,6.6,7.2,74.3,15.6,1.2,8.7
78.0,KOLDA,MEDINA YORO FOULAH,NIAMING,123904,125170,249074,147779,149301,297080,1.204973205,1.192785811,20.0,17.0,13.6,9.9,7.7,6.0,4.9,4.3,3.3,2.4,3.2,1.9,1.7,1.4,1.2,0.7,0.7,0.0,0.0,2.2,2.0,2.6,6.6,8.5,7.9,7.3,11.0,51.9,91.2,8.8,67.0,12.9,3.5,4.2,2.3,7.1,0.8,1.9,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,46.0,37.0,14.5,1.3,1.2,59.5,32.8,7.4,0.2,0.2,37.3,27.3,33.7,1.7,,67.3,2.1,28.3,0.6,0.0,1.2,0.5,6.9,6.7,73.6,0.1,0.0,34.4,3.7,29.1,58.0,2.6,8.6,90.6,0.7,0.0,0.1,0.0,72.8,0.2,4.3,82.0,13.7,78.8,21.2,62.8,0.1,37.1,72.0,22.1,6.6,7.2,74.3,15.6,1.2,8.7
79.0,KOLDA,KOLDA,DIOULACOLON,52680,53404,106084,68516,69756,138272,1.3241457859999999,1.306194293,20.0,17.0,13.6,9.9,7.7,6.0,4.9,4.3,3.3,2.4,3.2,1.9,1.7,1.4,1.2,0.7,0.7,0.0,0.0,2.2,2.0,2.6,6.6,8.5,7.9,7.3,11.0,51.9,91.2,8.8,67.0,12.9,3.5,4.2,2.3,7.1,0.8,1.9,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,46.0,37.0,14.5,1.3,1.2,59.5,32.8,7.4,0.2,0.2,37.3,27.3,33.7,1.7,,67.3,2.1,28.3,0.6,0.0,1.2,0.5,6.9,6.7,73.6,0.1,0.0,34.4,3.7,29.1,58.0,2.6,8.6,90.6,0.7,0.0,0.1,0.0,72.8,0.2,4.3,82.0,13.7,78.8,21.2,62.8,0.1,37.1,72.0,22.1,6.6,7.2,74.3,15.6,1.2,8.7
80.0,KOLDA,VELINGARA,SARE COLY SALE,107158,107399,214557,127081,128104,140812,1.195468374,1.19278578,20.0,17.0,13.6,9.9,7.7,6.0,4.9,4.3,3.3,2.4,3.2,1.9,1.7,1.4,1.2,0.7,0.7,0.0,0.0,2.2,2.0,2.6,6.6,8.5,7.9,7.3,11.0,51.9,91.2,8.8,67.0,12.9,3.5,4.2,2.3,7.1,0.8,1.9,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,46.0,37.0,14.5,1.3,1.2,59.5,32.8,7.4,0.2,0.2,37.3,27.3,33.7,1.7,,67.3,2.1,28.3,0.6,0.0,1.2,0.5,6.9,6.7,73.6,0.1,0.0,34.4,3.7,29.1,58.0,2.6,8.6,90.6,0.7,0.0,0.1,0.0,72.8,0.2,4.3,82.0,13.7,78.8,21.2,62.8,0.1,37.1,72.0,22.1,6.6,7.2,74.3,15.6,1.2,8.7
81.0,KOLDA,VELINGARA,PAKOUR,123904,125170,249074,147779,149301,297080,1.204973205,1.192785811,20.0,17.0,13.6,9.9,7.7,6.0,4.9,4.3,3.3,2.4,3.2,1.9,1.7,1.4,1.2,0.7,0.7,0.0,0.0,2.2,2.0,2.6,6.6,8.5,7.9,7.3,11.0,51.9,91.2,8.8,67.0,12.9,3.5,4.2,2.3,7.1,0.8,1.9,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,46.0,37.0,14.5,1.3,1.2,59.5,32.8,7.4,0.2,0.2,37.3,27.3,33.7,1.7,,67.3,2.1,28.3,0.6,0.0,1.2,0.5,6.9,6.7,73.6,0.1,0.0,34.4,3.7,29.1,58.0,2.6,8.6,90.6,0.7,0.0,0.1,0.0,72.8,0.2,4.3,82.0,13.7,78.8,21.2,62.8,0.1,37.1,72.0,22.1,6.6,7.2,74.3,15.6,1.2,8.7
82.0,KOLDA,KOLDA,SARE BIDJI,123904,125170,249074,147779,149301,297080,1.204973205,1.192785811,20.0,17.0,13.6,9.9,7.7,6.0,4.9,4.3,3.3,2.4,3.2,1.9,1.7,1.4,1.2,0.7,0.7,0.0,0.0,2.2,2.0,2.6,6.6,8.5,7.9,7.3,11.0,51.9,91.2,8.8,67.0,12.9,3.5,4.2,2.3,7.1,0.8,1.9,1.4,1.7,11.6,84.9,0.0,0.3,58.2,36.7,4.0,1.0,0.0,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,46.0,37.0,14.5,1.3,1.2,59.5,32.8,7.4,0.2,0.2,37.3,27.3,33.7,1.7,,67.3,2.1,28.3,0.6,0.0,1.2,0.5,6.9,6.7,73.6,0.1,0.0,34.4,3.7,29.1,58.0,2.6,8.6,90.6,0.7,0.0,0.1,0.0,72.8,0.2,4.3,82.0,13.7,78.8,21.2,62.8,0.1,37.1,72.0,22.1,6.6,7.2,74.3,15.6,1.2,8.7
83.0,SEDHIOU,GOUDOMP,DJIBANAR,107158,107399,214557,12708,128104,140812,1.195468374,1.19278578,18.8,17.6,14.7,10.1,6.8,5.8,4.2,3.7,3.5,2.3,3.3,2.4,2.1,1.5,1.7,0.7,0.8,0.0,0.0,2.2,1.3,2.5,5.3,5.6,8.4,7.6,7.5,59.5,82.8,17.2,53.9,15.6,3.7,5.4,0.3,16.3,1.2,3.0,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,42.6,38.3,17.3,0.9,0.9,63.6,29.1,6.9,0.1,0.3,32.3,36.3,28.4,3.1,,71.9,1.6,23.7,0.6,0.6,1.6,0.1,6.0,6.7,73.9,0.0,0.0,33.2,2.3,32.3,60.1,1.7,4.7,95.0,0.2,0.0,0.0,0.2,71.0,0.0,0.9,89.8,9.3,76.9,23.1,65.7,0.0,34.3,69.3,21.2,4.3,4.9,63.2,9.9,0.9,14.2
84.0,SEDHIOU,SEDHIOU,DJIREDJI,70777,73161,143938,85921,88723,174644,1.253556946,1.212708957,18.8,17.6,14.7,10.1,6.8,5.8,4.2,3.7,3.5,2.3,3.3,2.4,2.1,1.5,1.7,0.7,0.8,0.0,0.0,2.2,1.3,2.5,5.3,5.6,8.4,7.6,7.5,59.5,82.8,17.2,53.9,15.6,3.7,5.4,0.3,16.3,1.2,3.0,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,42.6,38.3,17.3,0.9,0.9,63.6,29.1,6.9,0.1,0.3,32.3,36.3,28.4,3.1,,71.9,1.6,23.7,0.6,0.6,1.6,0.1,6.0,6.7,73.9,0.0,0.0,33.2,2.3,32.3,60.1,1.7,4.7,95.0,0.2,0.0,0.0,0.2,71.0,0.0,0.9,89.8,9.3,76.9,23.1,65.7,0.0,34.3,69.3,21.2,4.3,4.9,63.2,9.9,0.9,14.2
85.0,SEDHIOU,BOUNKILING,DIAROUME,78075,79706,157781,94781,96660,191441,1.238040346,1.212706697,18.8,17.6,14.7,10.1,6.8,5.8,4.2,3.7,3.5,2.3,3.3,2.4,2.1,1.5,1.7,0.7,0.8,0.0,0.0,2.2,1.3,2.5,5.3,5.6,8.4,7.6,7.5,59.5,82.8,17.2,53.9,15.6,3.7,5.4,0.3,16.3,1.2,3.0,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,42.6,38.3,17.3,0.9,0.9,63.6,29.1,6.9,0.1,0.3,32.3,36.3,28.4,3.1,,71.9,1.6,23.7,0.6,0.6,1.6,0.1,6.0,6.7,73.9,0.0,0.0,33.2,2.3,32.3,60.1,1.7,4.7,95.0,0.2,0.0,0.0,0.2,71.0,0.0,0.9,89.8,9.3,76.9,23.1,65.7,0.0,34.3,69.3,21.2,4.3,4.9,63.2,9.9,0.9,14.2
86.0,SEDHIOU,BOUNKILING,BONA,52455,52611,105066,63679,63801,127480,1.216299685,1.212693163,18.8,17.6,14.7,10.1,6.8,5.8,4.2,3.7,3.5,2.3,3.3,2.4,2.1,1.5,1.7,0.7,0.8,0.0,0.0,2.2,1.3,2.5,5.3,5.6,8.4,7.6,7.5,59.5,82.8,17.2,53.9,15.6,3.7,5.4,0.3,16.3,1.2,3.0,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,42.6,38.3,17.3,0.9,0.9,63.6,29.1,6.9,0.1,0.3,32.3,36.3,28.4,3.1,,71.9,1.6,23.7,0.6,0.6,1.6,0.1,6.0,6.7,73.9,0.0,0.0,33.2,2.3,32.3,60.1,1.7,4.7,95.0,0.2,0.0,0.0,0.2,71.0,0.0,0.9,89.8,9.3,76.9,23.1,65.7,0.0,34.3,69.3,21.2,4.3,4.9,63.2,9.9,0.9,14.2
87.0,SEDHIOU,GOUDOMP,KARANTABA,52455,52611,105066,63679,63801,127480,1.216299685,1.212693163,18.8,17.6,14.7,10.1,6.8,5.8,4.2,3.7,3.5,2.3,3.3,2.4,2.1,1.5,1.7,0.7,0.8,0.0,0.0,2.2,1.3,2.5,5.3,5.6,8.4,7.6,7.5,59.5,82.8,17.2,53.9,15.6,3.7,5.4,0.3,16.3,1.2,3.0,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,42.6,38.3,17.3,0.9,0.9,63.6,29.1,6.9,0.1,0.3,32.3,36.3,28.4,3.1,,71.9,1.6,23.7,0.6,0.6,1.6,0.1,6.0,6.7,73.9,0.0,0.0,33.2,2.3,32.3,60.1,1.7,4.7,95.0,0.2,0.0,0.0,0.2,71.0,0.0,0.9,89.8,9.3,76.9,23.1,65.7,0.0,34.3,69.3,21.2,4.3,4.9,63.2,9.9,0.9,14.2
88.0,SEDHIOU,SEDHIOU,DIENDE,70777,73161,143938,85921,88723,174644,1.253556946,1.212708957,18.8,17.6,14.7,10.1,6.8,5.8,4.2,3.7,3.5,2.3,3.3,2.4,2.1,1.5,1.7,0.7,0.8,0.0,0.0,2.2,1.3,2.5,5.3,5.6,8.4,7.6,7.5,59.5,82.8,17.2,53.9,15.6,3.7,5.4,0.3,16.3,1.2,3.0,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,42.6,38.3,17.3,0.9,0.9,63.6,29.1,6.9,0.1,0.3,32.3,36.3,28.4,3.1,,71.9,1.6,23.7,0.6,0.6,1.6,0.1,6.0,6.7,73.9,0.0,0.0,33.2,2.3,32.3,60.1,1.7,4.7,95.0,0.2,0.0,0.0,0.2,71.0,0.0,0.9,89.8,9.3,76.9,23.1,65.7,0.0,34.3,69.3,21.2,4.3,4.9,63.2,9.9,0.9,14.2
89.0,SEDHIOU,BOUNKILING,BOGHAL,78075,79706,157781,94781,96660,191441,1.238040346,1.212706697,18.8,17.6,14.7,10.1,6.8,5.8,4.2,3.7,3.5,2.3,3.3,2.4,2.1,1.5,1.7,0.7,0.8,0.0,0.0,2.2,1.3,2.5,5.3,5.6,8.4,7.6,7.5,59.5,82.8,17.2,53.9,15.6,3.7,5.4,0.3,16.3,1.2,3.0,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,42.6,38.3,17.3,0.9,0.9,63.6,29.1,6.9,0.1,0.3,32.3,36.3,28.4,3.1,,71.9,1.6,23.7,0.6,0.6,1.6,0.1,6.0,6.7,73.9,0.0,0.0,33.2,2.3,32.3,60.1,1.7,4.7,95.0,0.2,0.0,0.0,0.2,71.0,0.0,0.9,89.8,9.3,76.9,23.1,65.7,0.0,34.3,69.3,21.2,4.3,4.9,63.2,9.9,0.9,14.2
90.0,SEDHIOU,GOUDOMP,SIMBANDI BRASSOU,52455,52611,105066,63679,63801,127480,1.216299685,1.212693163,18.8,17.6,14.7,10.1,6.8,5.8,4.2,3.7,3.5,2.3,3.3,2.4,2.1,1.5,1.7,0.7,0.8,0.0,0.0,2.2,1.3,2.5,5.3,5.6,8.4,7.6,7.5,59.5,82.8,17.2,53.9,15.6,3.7,5.4,0.3,16.3,1.2,3.0,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,42.6,38.3,17.3,0.9,0.9,63.6,29.1,6.9,0.1,0.3,32.3,36.3,28.4,3.1,,71.9,1.6,23.7,0.6,0.6,1.6,0.1,6.0,6.7,73.9,0.0,0.0,33.2,2.3,32.3,60.1,1.7,4.7,95.0,0.2,0.0,0.0,0.2,71.0,0.0,0.9,89.8,9.3,76.9,23.1,65.7,0.0,34.3,69.3,21.2,4.3,4.9,63.2,9.9,0.9,14.2
91.0,SEDHIOU,SEDHIOU,DJIBABOUYA,70777,73161,143938,85921,88723,174644,1.253556946,1.212708957,18.8,17.6,14.7,10.1,6.8,5.8,4.2,3.7,3.5,2.3,3.3,2.4,2.1,1.5,1.7,0.7,0.8,0.0,0.0,2.2,1.3,2.5,5.3,5.6,8.4,7.6,7.5,59.5,82.8,17.2,53.9,15.6,3.7,5.4,0.3,16.3,1.2,3.0,0.9,1.6,4.9,91.9,0.0,0.6,69.8,26.0,2.9,1.1,0.2,54.0,52.1,53.2,13.5,1.7,63.0,73.1,67.6,40.1,17.8,42.6,38.3,17.3,0.9,0.9,63.6,29.1,6.9,0.1,0.3,32.3,36.3,28.4,3.1,,71.9,1.6,23.7,0.6,0.6,1.6,0.1,6.0,6.7,73.9,0.0,0.0,33.2,2.3,32.3,60.1,1.7,4.7,95.0,0.2,0.0,0.0,0.2,71.0,0.0,0.9,89.8,9.3,76.9,23.1,65.7,0.0,34.3,69.3,21.2,4.3,4.9,63.2,9.9,0.9,14.2
92.0,ZIGUINCHOR,OUSSOUYE,CABROUSSE,78075,79706,157781,94781,96660,191441,1.238040346,1.212706697,14.5,13.8,12.6,11.5,10.1,7.5,5.6,3.8,3.6,2.7,3.8,2.2,2.3,1.6,1.9,1.1,1.4,0.1,0.0,6.8,5.1,5.9,7.6,8.6,10.4,7.7,9.6,38.3,73.9,26.1,47.7,20.2,2.8,5.3,1.1,19.0,1.2,2.1,2.5,5.2,25.8,65.2,0.1,1.2,76.2,19.2,3.3,1.2,0.0,82.3,89.9,86.0,58.6,18.2,83.2,90.2,86.6,69.1,47.7,21.0,41.7,32.0,2.5,2.9,33.9,40.0,25.1,0.5,0.5,57.4,30.8,7.8,4.0,,16.3,6.0,64.1,1.2,2.2,10.0,0.2,9.2,9.6,36.2,0.1,0.0,21.2,5.8,64.9,60.9,4.7,30.9,68.4,0.5,0.0,0.0,0.1,76.2,1.1,4.3,81.8,13.9,41.5,58.5,41.5,0.0,58.5,65.6,46.3,9.8,17.4,49.0,18.7,1.6,18.9
